Area,Bedrooms,Bathrooms,Location,Age,Garage,Price
3874,4,1,Location1,5,1,659522.6616895116
1771,5,1,Location3,33,2,424857.7534417425
2095,1,3,Location3,69,2,374787.5989102588
4326,4,3,Location5,80,2,1097724.8420339366
1543,3,2,Location5,63,2,398309.18846642366
2846,4,1,Location1,101,2,389278.30660889857
2049,1,2,Location1,101,0,355286.0014194939
4337,1,2,Location5,29,0,985584.5496766417
3139,2,3,Location2,18,2,644751.45731928
1495,3,2,Location3,93,0,382964.89940228045
2789,1,3,Location1,6,2,468242.868964936
1936,5,2,Location2,53,2,563939.6071333727
764,3,1,Location5,82,1,248597.20583906674
2961,3,2,Location4,32,0,590693.023591065
2668,5,3,Location1,42,0,570300.8457910415
1705,4,3,Location4,47,1,490263.353285502
4252,5,3,Location2,31,0,823531.1006916066
3802,5,2,Location3,62,1,770066.7981061173
4270,4,2,Location2,56,0,791849.1558008828
2353,4,3,Location3,118,2,426519.1000696602
3631,4,1,Location2,11,1,677610.4249375665
2952,4,1,Location1,26,2,655519.1886012062
2538,4,2,Location1,92,2,421942.48670892086
970,5,2,Location4,27,0,309476.64073683653
2480,2,3,Location2,83,1,411899.30239269853
1452,2,2,Location2,57,2,305020.9372553
983,1,2,Location4,109,2,221921.41108817063
2531,2,3,Location5,27,1,672940.0093550126
3092,2,3,Location2,59,0,602283.6388822376
1024,5,2,Location2,62,2,211127.14783549745
2808,4,1,Location2,20,0,549794.2824169073
3849,4,2,Location5,3,1,942774.1378616601
1228,5,1,Location1,16,0,273026.13722053246
4379,2,1,Location4,103,1,978033.508915342
1494,5,1,Location5,44,0,499400.2107273697
3137,1,3,Location3,93,0,611775.7464564521
3664,4,3,Location3,79,2,761226.2339728109
2974,3,3,Location5,30,0,731236.8781356744
1197,1,2,Location5,40,2,298544.70555201115
3662,1,3,Location1,119,1,568630.3145073189
2936,5,3,Location3,113,1,665170.0969947462
1192,2,2,Location4,65,2,435547.7897551367
2287,4,2,Location2,29,0,413945.0631962144
4244,3,1,Location2,117,1,887476.2881607017
1172,1,2,Location1,30,1,220882.32426508563
4025,3,2,Location1,104,1,738865.0386927638
2675,2,3,Location3,110,2,603528.5191938976
3601,2,1,Location4,32,1,804441.7531562992
2690,3,1,Location4,10,1,605639.5939347327
2304,4,2,Location5,91,1,598144.2333855191
3070,2,3,Location1,51,1,507834.0957078503
4269,3,3,Location2,8,2,862812.7423975607
776,1,3,Location2,51,2,278401.19067833887
1128,3,3,Location3,36,0,268531.0233523709
2233,3,2,Location2,106,1,368129.5831141202
1565,5,3,Location4,55,2,425802.5526339628
2117,2,1,Location4,35,0,593877.8239253046
797,4,1,Location1,36,0,203827.7885803192
3257,4,2,Location3,112,1,738204.8102823283
4248,5,3,Location2,56,0,752737.6718573467
3489,4,3,Location1,36,2,601719.7293394118
1452,3,3,Location5,89,0,394831.7654273372
4188,5,3,Location5,84,0,941213.1090575634
2137,1,2,Location2,61,2,446395.83528966346
2669,2,3,Location2,62,0,480379.93192628387
3783,2,2,Location2,116,0,737730.1025773681
1680,2,3,Location4,109,0,420356.46162205085
3737,3,3,Location2,117,0,769805.1795648034
3489,1,1,Location5,81,1,733212.3697463856
697,5,2,Location2,87,1,183666.9098997704
3815,5,1,Location3,25,2,780329.1947652557
2503,2,2,Location5,112,0,633574.7150158078
1034,1,3,Location3,64,2,266202.7802970873
1236,1,3,Location5,60,1,453200.69615676324
4350,1,2,Location1,57,0,705455.228145629
3757,4,1,Location5,113,0,832515.1472624819
1187,4,2,Location5,95,1,354063.2528842478
943,2,2,Location3,70,0,232178.338390944
1917,1,3,Location3,99,0,468416.39050681086
2579,1,1,Location5,52,1,610263.6156706834
1170,5,2,Location5,56,2,307271.8076000392
4321,5,1,Location4,63,2,969043.0032476246
1210,2,1,Location1,68,0,207797.48493009363
2327,1,2,Location1,104,1,355831.75750800176
2890,2,1,Location2,20,2,566639.0912559364
2454,5,3,Location5,105,2,647894.1471912671
3208,5,3,Location5,54,0,787991.1987032142
1559,4,3,Location5,1,2,490043.1230562024
2679,2,3,Location5,109,1,639933.6542571778
3038,2,1,Location1,90,2,533696.9151941084
2924,1,3,Location3,98,1,583528.6510775879
1131,1,2,Location4,119,1,343193.4212143485
1777,4,3,Location3,10,0,426431.9906558456
3030,3,2,Location3,23,2,743576.0485387511
1691,3,2,Location1,51,0,301785.78825294477
2501,3,3,Location4,113,2,620524.8749410739
1483,2,3,Location5,24,0,477283.4470108035
2861,2,1,Location1,13,0,521401.03958368057
2278,5,2,Location1,29,0,434242.07636718027
3023,2,3,Location4,58,2,723339.8445525817
3391,2,1,Location2,110,0,644071.5128472466
2860,2,3,Location1,91,1,521973.3627055167
2726,4,3,Location3,95,2,604664.9740684172
2349,2,3,Location3,43,1,560285.3404479636
3275,1,2,Location5,10,0,778432.5142479648
3251,1,3,Location1,31,0,510692.7182312965
1381,5,1,Location5,103,1,501628.1898612806
4052,4,3,Location1,74,0,733792.8556032347
3648,1,3,Location4,88,2,771655.946744198
3327,4,1,Location1,97,1,560190.7381752033
2705,4,1,Location2,14,2,518291.4174673043
4467,5,2,Location3,99,2,890898.0586322574
3697,4,2,Location4,109,2,877266.5201011457
1480,2,2,Location3,34,0,333722.8026894573
1046,4,2,Location5,17,0,430208.8213102456
2713,5,1,Location4,21,1,554424.4521341951
2383,5,3,Location2,96,1,493438.97878545005
1877,5,3,Location3,67,2,396037.35367637884
2591,1,3,Location1,58,0,474063.64261257893
1667,2,2,Location1,79,0,336941.0004102844
3768,1,1,Location1,8,0,671191.2613973728
2177,3,1,Location4,96,1,452188.8767977727
1611,2,1,Location2,38,0,356068.41844616586
2874,4,3,Location2,26,2,544804.5905167932
1373,5,2,Location2,64,2,338386.8803038492
3326,3,1,Location3,30,2,677863.1130563865
4107,2,2,Location4,9,0,832433.8386909364
2414,1,1,Location1,32,2,472374.5363912575
3248,5,2,Location3,11,2,696127.4516228738
3026,1,1,Location2,86,1,607817.9767254938
1801,2,2,Location1,34,1,394520.7362430508
2050,2,1,Location4,105,0,536036.4820757958
3356,3,1,Location5,18,0,777195.8674488494
906,4,2,Location2,19,0,192936.4131793246
1378,1,2,Location2,54,0,356175.2720405014
3151,3,3,Location2,82,0,608831.9620558535
2915,5,2,Location2,37,1,650234.1265568478
4257,4,1,Location1,82,1,654570.5915395153
607,3,1,Location4,12,1,254926.8302503507
3155,1,2,Location3,4,2,671479.2662114168
1075,2,3,Location1,111,2,242857.23245939994
1920,5,2,Location4,43,1,477711.04262114654
2811,1,1,Location3,27,1,530564.0308276988
1084,4,1,Location2,51,0,290017.7816001956
4268,4,3,Location4,5,1,940577.0589467585
3743,2,2,Location2,6,0,708776.1761195109
3214,2,1,Location4,77,1,808838.8906204543
1504,5,1,Location5,87,0,389180.8527047307
1158,5,1,Location2,106,1,261192.54268900157
2567,2,2,Location2,56,0,489415.87428130716
2885,2,2,Location2,89,2,543562.2054982155
1727,4,3,Location1,110,2,334686.12773155916
1833,2,1,Location3,68,0,435433.40573185915
3201,3,1,Location2,116,0,658221.202968537
3475,1,3,Location2,119,2,665360.9770883977
1067,2,1,Location1,96,1,260523.1329187238
4125,5,3,Location1,44,0,700830.9105220314
3939,3,3,Location5,15,1,946370.781529667
3033,5,1,Location4,90,2,684801.3363817813
3422,3,2,Location2,42,2,625352.06639919
1447,2,2,Location4,11,0,438468.37188294047
3034,1,2,Location1,73,1,498244.1451308487
3524,5,2,Location1,11,2,662832.3436416093
858,3,1,Location5,66,1,239235.85464434855
882,4,3,Location3,109,2,273757.8240038364
2249,2,3,Location1,27,0,415069.73206665466
2498,1,1,Location2,118,1,432139.9768580101
639,2,2,Location5,58,1,221909.03794024367
3133,4,3,Location3,90,0,606751.2903504535
3576,1,1,Location5,72,0,826502.3138710506
2867,4,1,Location1,21,0,416501.58090156206
3800,2,2,Location3,21,0,766887.7645322221
1614,3,1,Location4,72,2,450444.750162651
3671,2,3,Location3,1,1,766787.9557855547
4191,2,3,Location2,102,2,749740.7406930347
1212,2,1,Location4,58,0,281927.05485921237
3575,5,3,Location4,13,2,901104.6788399046
2515,4,1,Location2,73,2,515548.98611576733
1287,4,3,Location4,92,1,407542.11660157295
4290,4,2,Location1,6,1,781914.5515678581
1212,5,3,Location3,111,1,304689.4495043313
2907,3,2,Location3,87,0,555451.4238032401
3637,2,2,Location2,112,0,699024.8988155839
3613,3,1,Location1,100,1,567089.2573593255
3013,5,2,Location4,58,2,685465.3951992658
2381,4,3,Location3,17,1,550113.9756415227
2410,2,3,Location3,73,0,507928.8457244579
3191,1,2,Location3,12,2,558951.943938837
3296,1,1,Location3,86,0,593565.9608747362
2147,3,2,Location5,115,1,603786.9343094489
2530,4,3,Location2,52,1,515422.2456473956
3461,1,3,Location4,76,2,819274.4485448226
3687,3,2,Location4,118,1,773076.4739830205
1752,5,2,Location2,70,0,322149.7957144149
1174,3,2,Location1,108,0,278242.8694684369
3780,3,3,Location2,73,0,773487.4873505129
2510,3,3,Location3,52,2,523077.1983879276
1612,2,3,Location3,37,0,432920.3887519521
4204,3,1,Location2,117,1,717395.5729302531
1269,3,3,Location2,3,2,239341.09058963662
868,2,3,Location4,98,0,288564.33152244054
3833,2,1,Location4,8,0,785539.8260121875
1883,5,1,Location5,10,1,459239.7298823468
1523,4,1,Location5,47,1,371507.8799823666
1725,1,1,Location3,41,2,380804.37699307175
2129,1,1,Location5,64,0,438106.60660127865
2358,3,1,Location5,42,0,618633.7539397932
2194,5,2,Location1,43,1,445016.6769757191
846,3,2,Location2,9,2,266935.01320025825
4311,1,2,Location4,14,1,998945.7331529375
4466,2,2,Location5,101,1,1084232.9803708557
2160,4,3,Location4,91,2,500721.72851050715
2778,5,1,Location5,105,0,714246.5615078704
3000,2,3,Location5,96,0,782833.4457336249
2843,4,1,Location3,4,0,644272.5132651993
4464,5,1,Location1,2,2,811813.7195335006
2539,5,3,Location2,115,2,519425.55526308645
1529,1,2,Location2,97,2,300572.8566355551
4337,2,3,Location3,85,2,873091.8481408517
4053,5,3,Location3,1,2,828869.968312653
3669,5,1,Location2,108,1,740297.2480291951
3292,4,1,Location2,75,0,627313.3236963229
826,1,1,Location1,65,2,235286.41903811353
3348,3,2,Location5,46,0,733513.133897488
4147,1,3,Location1,59,2,684646.5693028597
4148,3,3,Location2,75,0,717857.898617377
864,2,2,Location5,7,1,213778.11987018038
1995,2,3,Location2,66,0,424558.22295451566
4157,5,3,Location1,15,0,664524.381679269
2057,2,1,Location1,72,2,364259.7244973884
1245,5,2,Location1,118,0,213015.00782639766
2858,1,1,Location5,116,1,658318.5061973528
4243,2,2,Location4,47,1,956094.974822099
4048,1,1,Location4,90,1,818484.7095501983
2018,1,3,Location2,40,2,406204.3405078528
2073,2,2,Location5,42,2,580693.9507928038
3590,1,2,Location3,51,2,774937.5413121182
1987,2,1,Location4,35,2,470206.4340824313
2499,2,2,Location5,116,2,646067.0175367452
3104,2,3,Location5,110,1,798830.0935991147
3372,3,3,Location4,105,0,700121.376609599
4399,1,3,Location5,41,1,998817.3268920758
1849,4,1,Location5,85,2,485517.6102420899
1581,2,2,Location4,57,1,428344.3645183236
1754,1,1,Location1,38,0,329883.0644833568
1187,5,3,Location2,72,2,312781.55386949633
1075,2,2,Location3,107,1,225090.87357049118
2421,2,3,Location2,96,1,528237.8456958525
1585,4,2,Location1,8,0,295843.6224870877
3948,3,2,Location1,108,2,660912.5122497557
2803,3,1,Location5,74,2,709163.336992581
4431,2,2,Location2,63,0,902848.5592089144
1841,1,3,Location1,87,0,309654.1625545504
789,5,2,Location2,4,0,193006.13609289337
2040,5,3,Location1,48,0,377511.8282314688
1580,1,1,Location3,52,2,428559.60512420244
2298,2,3,Location1,38,2,444602.37795016094
2315,5,2,Location2,94,1,495061.55854744004
3193,3,3,Location5,105,1,824832.9248803204
640,1,3,Location2,87,1,242889.57120046622
2954,4,2,Location4,5,2,671761.2612165749
1542,2,3,Location2,85,2,376049.6566643684
937,1,2,Location3,70,2,318213.65913962346
1937,5,1,Location3,113,1,450681.2716794153
1698,2,3,Location3,81,0,350230.188713662
3600,3,1,Location1,89,0,550582.8403872023
2926,2,3,Location3,24,0,643012.954497735
3847,2,3,Location2,86,0,654855.0836388993
1495,3,1,Location5,77,0,361160.133101393
4333,3,3,Location3,17,2,875399.6998083435
2920,2,3,Location2,78,1,583425.6055030724
3484,3,1,Location1,98,0,612016.036593604
3267,1,3,Location1,90,0,519749.14834495704
2274,3,2,Location5,83,0,509360.5714906947
3509,3,3,Location5,26,2,916135.1400736244
4454,2,3,Location2,3,0,857394.9371303952
1530,1,3,Location5,2,1,462033.49164430925
888,4,1,Location5,92,2,319987.7794094368
1323,4,2,Location1,2,2,278345.9649374379
3540,5,2,Location2,22,2,687815.4939542157
2919,3,3,Location5,71,0,725254.2700018208
2553,3,1,Location2,4,0,457771.07422928285
1689,1,1,Location3,113,0,381320.6589817489
1082,4,2,Location1,38,0,247700.6320487339
1535,5,1,Location1,103,1,301120.73048823565
2895,1,3,Location1,84,2,561795.3978939579
755,3,3,Location4,70,0,243052.66394835847
1670,4,1,Location2,73,1,392395.32840816485
2558,5,3,Location3,52,2,527917.802410975
3101,2,2,Location5,31,2,814012.4890356616
2848,4,3,Location3,26,2,667504.8741099165
2283,5,1,Location2,36,0,570233.8970568874
723,1,2,Location1,26,2,270375.18462500797
2648,2,3,Location4,28,0,664109.7076225434
1567,5,2,Location2,5,1,337656.3368092111
4430,5,1,Location2,115,2,779307.1356219604
1454,3,3,Location5,74,1,388257.7762095261
1239,4,3,Location3,18,0,355102.1647080084
2838,3,2,Location3,15,0,668191.8698764242
2202,2,3,Location5,57,0,505698.64245899924
3163,5,3,Location4,97,2,705082.2350205819
1041,3,3,Location1,5,2,259220.39101874866
2544,4,3,Location1,37,1,419382.9913395124
2438,2,1,Location4,104,0,525145.3932353103
2429,1,3,Location5,86,1,675480.1260668252
2790,3,2,Location2,86,0,571970.8981393449
3862,2,1,Location3,22,0,813868.5948224929
1132,1,2,Location2,52,1,215391.12429784538
2874,3,2,Location3,15,0,522664.1721474812
1936,2,2,Location2,17,1,385944.722401988
4300,2,1,Location5,51,2,894251.66964954
1548,3,1,Location5,45,1,452149.80629127356
3973,2,1,Location4,63,1,899775.55365384
4325,5,3,Location2,28,0,776245.9403452355
2619,3,2,Location2,59,1,549151.9202606444
1059,2,1,Location4,86,2,329823.71086162777
4072,1,2,Location4,21,2,845205.5092139937
1150,1,1,Location5,42,2,323651.66779871326
992,5,1,Location5,81,2,308519.01129031903
2387,3,1,Location2,69,1,519387.6118463236
1444,2,2,Location5,82,2,452082.26534021535
3878,2,3,Location5,17,1,964738.7737685075
2857,1,1,Location2,68,1,511367.9086585329
1738,5,1,Location4,118,0,495387.51304436784
4408,1,1,Location2,7,1,812456.3586402644
1245,1,3,Location1,89,1,284848.52615207166
3922,5,2,Location2,101,0,818229.3519722534
2866,3,2,Location1,40,2,553218.3776818635
3054,2,2,Location2,40,2,591641.3590799434
2066,3,2,Location1,43,1,366837.36400857574
4274,4,1,Location1,73,0,622645.8116202657
1977,4,3,Location2,83,1,345829.1156817835
3535,4,1,Location5,51,1,895571.7056043304
3205,5,3,Location3,73,2,601994.0700061014
3197,1,2,Location5,23,0,814670.6052353978
741,3,3,Location1,95,1,233919.67802685357
3259,2,1,Location2,32,2,581561.9405046642
1100,4,1,Location2,116,1,268766.90446635673
1439,3,2,Location2,31,2,366652.74992605834
3349,4,1,Location2,17,0,639639.0721129259
4218,4,1,Location3,112,1,906673.1761490298
2282,2,3,Location4,103,0,464617.2059187109
2165,5,1,Location1,58,2,440998.29553692526
2646,1,2,Location3,86,0,516250.24710261077
2130,5,2,Location5,35,0,479113.87019119726
1195,3,1,Location4,30,0,263933.6737610598
2504,5,2,Location4,64,1,578171.7282435049
880,3,3,Location2,53,2,251566.73000887808
1023,3,3,Location3,51,0,234941.68357404554
3503,1,1,Location5,104,1,790853.2011234697
869,2,1,Location2,37,2,210002.55233956708
753,1,3,Location2,90,2,169587.49018481208
3261,5,2,Location1,6,2,565102.1655521902
2350,3,1,Location4,34,0,575193.7476156559
1261,4,1,Location5,56,0,445650.04688758537
2567,4,2,Location4,96,0,605205.6722166084
682,3,1,Location3,25,2,231341.58721745928
4293,1,2,Location1,115,2,711131.1287373682
3594,2,2,Location2,13,0,653148.9406557711
3546,1,2,Location1,63,0,622128.5692007381
2049,3,2,Location2,102,2,478279.4045784843
1898,3,2,Location1,102,2,309378.2020534775
4384,2,3,Location2,66,1,864462.1747692795
2931,5,2,Location4,5,1,778137.6920886136
1579,5,3,Location4,75,0,370624.1751724826
2820,2,2,Location4,11,2,711218.2985944331
3998,5,1,Location4,88,2,975050.9666721302
4389,4,3,Location1,78,1,783783.180088531
3734,5,1,Location2,109,2,700723.8643715078
3744,5,2,Location4,94,0,870057.2947219941
3410,5,2,Location1,104,1,555394.0491053092
2259,4,1,Location2,111,2,444755.7922070483
1998,5,2,Location1,44,2,362787.70543637
1232,4,1,Location4,99,0,257535.97525729635
2131,2,2,Location3,85,2,481415.55763207725
1386,1,2,Location1,119,1,285822.28927272576
3590,2,3,Location4,69,1,838103.4750721066
3659,1,1,Location5,102,2,636527.8855597262
997,2,2,Location2,2,2,272375.81594824
1743,1,1,Location4,40,2,438987.7353886878
1533,1,3,Location5,37,2,389977.28533695836
2060,3,1,Location1,118,1,352618.6740033208
2452,1,3,Location1,49,0,475634.48351996415
3323,1,1,Location5,98,1,784235.9473030353
3583,3,1,Location5,75,2,862142.3340735767
3112,5,3,Location2,36,2,676574.1488145827
885,5,2,Location1,75,1,336491.9471062175
864,3,2,Location5,73,1,278847.34248504235
2967,4,2,Location3,70,2,656318.5785729244
3320,1,1,Location3,34,1,632124.5733238017
4047,1,1,Location5,58,2,1056564.9817541623
3467,3,2,Location2,111,1,626112.2894934573
2736,3,1,Location1,37,2,403565.4293742778
2277,4,1,Location3,96,1,529125.1264953517
1826,5,2,Location5,60,2,439871.4145469828
1420,2,3,Location5,12,0,474335.4491607117
2362,5,1,Location4,109,0,579650.6810062338
3648,1,1,Location5,32,1,807308.28910874
2981,3,1,Location2,81,0,593901.9317407192
2869,4,1,Location3,4,2,610753.610503969
640,5,3,Location4,106,1,264803.12924175663
2331,4,2,Location3,33,1,461160.4468896556
667,5,1,Location3,43,2,164325.8953774526
1587,1,2,Location2,112,2,356464.4822587997
2399,2,1,Location5,107,2,696208.1412211029
3161,4,3,Location2,9,1,597020.265265702
4308,4,2,Location5,98,2,992176.830126891
4293,2,3,Location4,103,0,909431.0908446361
2221,4,1,Location2,51,1,387064.10583543417
2255,4,3,Location2,94,2,505007.290164309
3798,5,3,Location1,114,1,705121.4578171279
1878,5,1,Location2,20,0,421540.69061711774
1294,2,1,Location1,39,0,247931.93044418536
3687,1,2,Location5,23,2,838164.7786234807
3124,4,1,Location5,41,1,871316.9090272031
1685,1,2,Location5,44,2,422585.9308300062
3528,2,3,Location1,35,1,569942.3506485441
3079,2,3,Location5,23,2,688933.4449777798
2293,5,2,Location3,118,2,450659.7581804421
2915,4,1,Location2,58,1,584299.8180672637
1658,3,1,Location1,48,1,301601.03849543363
1378,2,3,Location5,103,0,342281.7427722282
4247,4,2,Location3,87,0,812841.9317755708
1093,1,3,Location2,58,1,239401.15245554072
2185,5,3,Location2,101,0,419573.72331673594
2092,1,1,Location5,57,0,586677.3547977702
2390,2,2,Location3,87,1,497474.0113241154
1260,2,3,Location1,39,1,280609.39575938904
1948,1,1,Location5,28,1,505336.3420379881
1927,2,3,Location2,64,2,420864.96904553054
1899,4,3,Location2,62,1,395520.0201149113
2586,2,1,Location2,83,1,474520.8745205576
4355,5,1,Location5,113,1,1053721.5649290085
3660,4,2,Location4,112,0,816411.6123057504
2644,3,3,Location4,62,1,590181.2059239522
3872,2,2,Location4,94,0,693583.4168903059
4116,2,1,Location3,85,2,797892.1515992436
2528,5,1,Location5,88,1,574079.4389706654
1947,5,3,Location2,85,1,378271.3441841847
1658,1,2,Location3,26,0,311389.58819748386
1576,1,2,Location4,51,2,467842.0275053453
1081,1,3,Location1,50,1,297774.4558225045
1327,5,3,Location3,115,2,394601.58935127244
3127,1,2,Location3,36,2,642982.9837040617
3736,1,1,Location5,26,1,844896.9339912039
1631,3,1,Location3,33,2,319704.62775862135
3972,1,3,Location5,100,2,991839.7597761372
942,2,2,Location1,68,1,258571.12742436107
4102,5,2,Location2,73,0,789732.7777183758
2047,4,2,Location2,8,1,382469.6664745849
2979,3,1,Location4,66,2,668156.3306287198
3085,5,1,Location4,93,1,698092.9929554629
4259,5,2,Location1,23,0,636743.9056912852
2821,2,2,Location2,70,2,626666.330123461
3206,1,3,Location4,55,2,668604.099146232
1126,2,3,Location3,43,0,254707.18843790464
2496,1,2,Location5,100,0,515367.07297195756
1258,1,2,Location4,110,2,328471.92865633545
2673,5,1,Location1,21,0,468003.22634222
1419,1,2,Location2,22,1,364938.7059539265
3252,3,3,Location1,9,0,525341.678601166
1005,3,1,Location5,34,1,263071.9402873142
2879,3,3,Location5,59,2,741486.5005534524
3180,5,3,Location1,26,2,482107.4664014105
4490,2,1,Location4,1,2,1049868.3261574507
2173,4,3,Location4,100,2,481153.0214507136
2411,1,2,Location2,108,2,567908.8673847056
1104,4,3,Location2,5,0,241997.7489377664
4340,2,1,Location3,41,0,784351.966583732
778,2,1,Location3,63,2,259722.05084258472
731,5,1,Location2,22,0,234186.4360367256
2446,3,3,Location3,68,0,561175.5047611416
2078,3,2,Location1,48,2,405969.44137043325
2995,2,1,Location4,66,0,772815.0964999532
3187,5,2,Location3,16,2,629880.51623233
1371,5,1,Location3,80,2,420939.56951635185
2029,1,2,Location1,53,2,302544.75665276893
2723,3,2,Location5,86,2,772976.7730240375
1178,2,2,Location2,107,0,279276.31920062465
3501,4,1,Location1,65,0,672318.2716238756
2115,3,3,Location5,79,1,607084.418264976
793,1,3,Location1,64,1,86539.26961207885
2607,5,3,Location4,88,2,623337.0649176411
1785,2,2,Location1,68,1,278929.17133449053
2994,3,1,Location1,63,0,588228.2908180661
3598,4,2,Location4,62,0,841167.843151973
1984,1,1,Location2,82,1,401106.7953935596
2392,1,2,Location5,81,1,575887.820164947
4255,3,1,Location3,71,0,863252.3923031029
1710,4,1,Location2,114,1,312694.7822868908
3933,1,1,Location1,45,0,660616.3439974186
2861,2,2,Location3,52,0,590128.654190965
4336,1,3,Location4,116,1,895785.2679893913
4393,4,2,Location2,74,1,851050.0291739671
2536,5,2,Location5,65,2,762930.5446124416
3220,5,1,Location2,2,2,567418.9621225239
1379,3,1,Location2,49,2,365101.923185885
861,4,3,Location3,22,2,239843.38280139782
1329,1,3,Location4,96,2,392979.8504229403
882,1,1,Location4,29,0,217207.64830311382
4319,5,3,Location2,35,1,807429.4122688158
2090,5,3,Location4,81,0,509673.725247837
4051,2,1,Location3,76,2,885903.166113846
961,5,2,Location3,24,2,290921.79262516095
4120,2,3,Location5,94,1,957049.1345858813
1040,1,1,Location4,108,0,262407.5404088827
2740,2,3,Location5,30,2,800964.1621775901
2244,2,3,Location1,84,2,451524.34263021505
3400,3,1,Location3,42,2,681029.6898942067
1466,5,3,Location2,71,2,430625.5945945545
2047,2,3,Location3,106,0,459424.19370940013
741,1,3,Location1,50,0,138005.9390525197
1914,4,2,Location2,118,2,429919.28733489977
2055,2,2,Location4,102,0,473504.62487423624
3396,5,3,Location4,71,2,627633.2818604037
2475,3,1,Location3,60,1,549397.3662600118
2447,1,3,Location2,113,1,427470.5359201046
2312,3,3,Location2,30,1,417286.92491076374
3300,4,2,Location5,12,0,711429.332193464
1300,2,2,Location1,49,2,285529.52490906615
1597,2,2,Location4,95,1,395818.4641731635
2696,5,3,Location3,82,1,645726.1311873763
1925,2,3,Location2,46,0,360778.7064134351
1480,1,1,Location4,43,0,338426.857370814
1813,4,3,Location3,2,1,543830.365066219
1759,3,3,Location4,117,2,358606.881122421
1154,4,2,Location3,97,2,374546.8630437184
1003,2,2,Location4,75,2,261895.48566295832
1491,3,2,Location5,98,1,574183.4501388862
3512,5,2,Location1,80,0,642307.7383188438
1201,4,2,Location4,54,2,324372.06194406084
2430,3,1,Location1,35,1,370612.20215382095
940,3,1,Location4,52,1,299650.47263601294
4428,3,1,Location2,33,0,709973.5651485843
2568,1,2,Location5,85,2,678425.821808861
1303,4,2,Location5,84,1,318631.50885682885
917,3,2,Location1,72,2,175417.10686323204
3265,4,1,Location2,51,2,494162.4604785731
1986,3,2,Location3,26,2,474242.84588498523
4493,5,1,Location5,97,1,1067203.5961023604
3029,5,2,Location2,62,2,608519.4249445919
2880,5,3,Location2,61,0,486632.9950186479
2400,2,1,Location1,26,1,503612.1878483706
1967,3,3,Location2,37,1,414968.60893993505
2172,2,1,Location2,30,2,419630.0657626799
1416,4,2,Location3,95,2,401361.27802622603
1152,2,2,Location1,97,2,229144.0464952612
4200,4,3,Location1,11,1,749740.8002465618
1455,4,2,Location2,53,0,286465.59570193756
2412,4,1,Location3,41,0,561463.8946929886
3466,2,2,Location4,5,1,821214.1814240889
4242,3,2,Location5,66,0,967672.8955827852
782,2,1,Location1,13,2,206352.95113788862
3712,3,3,Location3,63,1,770647.6646236134
2174,3,3,Location3,82,0,476457.2607837748
996,4,2,Location2,90,1,194261.67963188593
2327,2,1,Location5,25,0,525903.4099127364
3426,3,3,Location1,44,1,583356.139998035
2117,5,3,Location4,14,0,538872.3235106029
4330,3,2,Location2,69,1,756863.1390363688
1506,5,1,Location1,59,1,309542.2884353324
1956,2,3,Location1,56,1,261212.2439231007
2774,2,2,Location3,106,1,582601.0312440383
4229,2,2,Location5,52,1,998009.680145045
4228,3,2,Location4,66,2,978600.4418009787
600,1,2,Location5,68,1,293509.5416126051
3839,3,3,Location3,12,1,836311.6758438436
4291,3,1,Location4,75,1,1018915.8979969039
618,4,2,Location4,68,0,217637.88719259907
4003,4,2,Location2,43,1,758333.7936430115
1183,3,3,Location4,73,2,392231.04521166504
1055,5,2,Location1,74,1,241026.7917596072
3604,4,2,Location5,91,0,842605.9124876016
2636,3,1,Location5,6,0,722062.8154670637
1732,1,2,Location2,15,1,404685.10169515293
3939,5,3,Location4,42,1,929740.0921519051
3092,2,1,Location3,31,1,598882.4164049486
3911,3,3,Location1,86,1,717515.8869605392
2552,3,1,Location2,53,0,497398.5169918562
3972,5,1,Location4,6,1,841121.2892620029
3249,4,2,Location3,33,0,715714.3732209725
2750,4,2,Location4,29,0,580972.9408608207
1587,4,2,Location2,21,2,248700.2578326625
3921,2,3,Location3,54,0,704949.1674871575
4124,5,2,Location3,56,1,838232.6895129635
1119,5,2,Location3,116,1,378170.7544688519
3824,4,1,Location3,94,1,792424.2349994162
1458,4,2,Location4,21,1,395509.84320904274
773,1,2,Location3,100,2,292696.8432721017
1966,1,2,Location4,55,2,510802.5976438042
4341,3,2,Location3,58,2,938228.4127536289
3652,3,1,Location3,64,2,802359.0757634729
3078,5,2,Location2,86,0,578731.5410922986
1326,5,1,Location4,46,2,367211.3755931284
4360,2,3,Location4,84,0,900723.070485598
2310,2,2,Location5,22,1,637741.5405566443
2475,1,2,Location2,116,0,407581.97139106656
3497,3,2,Location4,60,0,730956.3350650807
2281,1,1,Location2,104,2,444936.27805965446
1947,1,2,Location2,11,1,409999.313995565
1589,3,2,Location2,47,1,381014.2204712699
4344,2,3,Location1,31,2,742798.1225315116
3286,3,1,Location4,115,0,698245.0504608671
1019,4,1,Location2,104,2,292859.18866967026
1193,4,3,Location1,77,0,306425.26573222555
3132,4,1,Location1,18,2,475650.25336215715
4330,5,2,Location3,22,2,955709.1812251386
2374,2,2,Location3,56,1,501315.0828530091
3059,2,3,Location4,17,1,789456.6623020226
1535,5,1,Location3,38,1,346318.94240368076
1707,1,1,Location4,25,2,380639.5824658025
